text,likes_faixa
Em entrevista à CNN o senador Alessandro Vieira CidadaniaSE membro suplente da CPI da Pandemia afirmou que os… ,0
A Índia foi atingida na segundafeira  pela tempestade mais forte já registrada em sua costa oeste dificultand… ,0
RT  A prova de vida digital está disponível para cerca de  mil aposentados pensionistas e anistiados políticos civis que…,-1
Em entrevista à CNN nesta terçafeira  o senador Eduardo Girão PodemosCE integrante da CPI da Pandemia di… ,0
Em entrevista à CNN nesta terçafeira  o senador Alessandro Vieira CidadaniaSE que é membro suplente da CP… ,0
No quadro Liberdade de Opinião desta terçafeira  Sidney Rezende comentou o pedido de habeas corpus da secretá… ,0
Um ataque aéreo israelense danificou um dos principais centros de testes de coronavírus de Gaza nesta segundafeira… ,0
RT  As bolsas asiáticas fecharam em alta nesta terçafeira à medida que investidores foram em busca de barganhas após recent…,-1
A Comissão Parlamentar de Inquérito da Pandemia abre nesta terçafeira  sua terceira semana de depoimentos Os… ,-1
União Europeia debate hoje  nova rodada de violência entre israelenses e palestinos ,0
Neste episódio do Entre Vozes Luciana Barreto se junta a cientistas para expor os meandros da pesquisa Além de fa… ,-1
O exgovernador e exsenador de Santa Catarina Casildo Maldaner morreu na noite de segundafeira  aos  anos… ,0
RT  A economia da zona do euro entra em sua segunda recessão técnica em um ano em meio aos choques da pandemia de Covid…,-1
Os combates na fronteira entre Israel e o grupo palestino Hamas pareceram diminuir um pouco nesta terçafeira … ,0
Em entrevista à CNN o senador Eduardo Girão PodemosCE integrante da CPI da Pandemia disse que o relator da co… ,0
O laudo do Instituto Médico Legal IML aponta que o cantor MC Kevin morreu vítima de um trauma no crânio ,0
RT  Elon Musk perdeu o posto de segunda pessoa mais rica do mundo depois que as ações de sua companhia listada na Nasdaq…,-1
Os presos do sistema penitenciário federal passaram a integrar a lista da Organização Internacional de Polícia Crim… ,0
Governo federal começa hoje  a distribuir  milhões de doses ,0
O laudo do Instituto Médico Legal IML aponta que o cantor MC Kevin morreu vítima de um trauma no crânio A Políci… ,0
RT  A rede social de envio de áudios Clubhouse prometeu para esta terçafeira o lançamento de sua plataforma para Android no…,-1
Nos últimos dias o ator Tom Cruise virou destaque nas notícias por decidir devolver todos os seus prêmios do Globo… ,0
Palestinos protestam contra Israel na Cisjordânia ,0
Corpo de MC Kevin é velado em escola de samba ,0
Brasil testa  vezes menos que EUA e  vezes menos que Reino Unido pessoas com suspeita de Covid,0
Uma pesquisa realizada pelo Sindicato dos Hospitais Clínicas e Laboratórios do Estado de São Paulo SindHosp reve… ,0
RT  Se até um mês atrás a maior parte das estimativas falava em uma economia rastejante que cresceria de  a  em …,-1
Os EUA lentamente começaram a reconhecer que os Objetos Voadores Não Identificados OVNIs são reais Veja como o P… ,0
A cidade de São Paulo começa a vacinar nesta terçafeira  funcionários de ônibus contra a Covid A estimativ… ,1
Neste episódio do E Tem Mais Monalisa Perrone fala com a analista de política da CNN Thais Arbex sobre os bastidor… ,-1
CPI deve analisar quebra de sigilo de Fabio Wajngarten ,0
O advogado do exministro da Saúde Eduardo Pazuello disse por meio de nota que Pazuello terá um dia de descanso “da… ,0
Com a chegada do período da seca na floresta amazônica época do ano que costuma ter uma maior incidência de queima… ,0
A cidade de São Paulo começa a vacinar nesta terçafeira  funcionários de ônibus contra a Covid ,0
CPI ouve Ernesto Araújo delação de Sérgio Cabral e mais notícias de  de maio você acompanha no  Fatos Manhã As… ,0
RT  A Caixa paga a segunda parcela do auxílio emergencial para novos grupos nesta terçafeira Para o público geral o depós…,-1
Uma importante organização médica apoiou os apelos para cancelar a Olimpíada de Tóquio ,0
Neste episódio do E Tem Mais Monalisa Perrone fala sobre os bastidores e expectativas desta que pode ser a semana… ,-1
A sonda Perseverance da Nasa pousou em Marte há exatamente três meses veja as melhores fotos,0
Meteoro diurno é visto no céu da Bahia ,1
Exministro presta depoimento no Senado nesta terçafeira  ,0
A Comissão Parlamentar de Inquérito da Pandemia de Covid entra na terceira semana de depoimentos ouvindo o exmi… ,0
A Pfizer afirmou em nota que vai pedir à Anvisa para alterar o protocolo de armazenamento das vacinas contra a Covi… ,1
A despedida do músico MC Kevin que morreu no domingo  após cair da sacada de um prédio no Rio de Janeiro acon… ,0
As Policiais Civis de  estados realizam nesta terçafeira  uma operação para cumprir  mandados de busca e a… ,1
O Ministério da Saúde anunciou que a partir desta terça começará a distribuir aos estados novas remessas de  m… ,1
A despedida do músico MC Kevin que morreu no domingo  após cair da sacada de um prédio no Rio de Janeiro acon… ,0
A Pfizer afirmou em nota que vai pedir à Anvisa para alterar o protocolo de armazenamento das vacinas contra a Covi… ,0
Um homem foi morto em um suposto ataque de tubarão nesta terçafeira em uma praia popular na costa do estado de Nov… ,0
Em entrevista à CNN na segundafeira o cientista político Murillo de Aragão afirmou que a CPI da Pandemia não tem… ,0
Em depoimento prestado à Justiça do Distrito Federal Sergio Moro afirmou nunca ter influenciado juízes ou a PF A… ,0
Elon Musk revelou recentemente que tem a Síndrome de Asperger Ele falou sobre o assunto no Saturday Night Live do… ,0
Pelo segundo ano consecutivo as festas não serão permitidas durante o período do São João na Bahia e em Pernambuco… ,0
A Conitec órgão do Ministério da Saúde colocou em consulta pública um relatório de diretrizes para o tratamento d… ,1
RT  O investidor deseja encontrar um novo Magalu Isso é possível  O Grande Debate  Investimentos ,-1
CPI da Pandemia não tem afetado ritmo de votação no país diz o cientista político Murillo de Aragão ,-1
RT  O contribuinte que precisar de atendimento presencial em unidades da Receita Federal pode agendar o serviço por um novo…,-1
Campeão do Paulistão será conhecido no próximo domingo ,0
"RT  No último final de semana o Brasil perdeu a atriz
Eva Wilma e o prefeito da cidade de São Paulo Bruno Covas para o cân…",-1
A cidade do Rio zerou a fila das pessoas que estavam com a segunda dose da vacina Coronavac em atraso de acordo co… ,1
Japoneses protestam contra os Jogos Olímpicos ,1
O atraso na chegada de um novo lote de IFA importado da China e utilizado para a produção de vacinas contra a Covi… ,0
A Ferj admitiu que analisa a hipótese de o segundo jogo da final do Campeonato Carioca entre Flamengo e Fluminense… ,0
Comissão do SUS não recomenda cloroquina contra Covid ,1
Um número limitado de  mil corredores voltará à linha de partida para a largada da ª Maratona de Nova York em n… ,0
Produção da Sputnik V em São Paulo pode começar nesta semana segundo embaixador da Rússia ,0
RT  O BTG Pactual lançou nesta segundafeira  um fundo de investimentos com alocação  em bitcoin ,-1
A Fiocruz vai suspender produção da vacina OxfordAstraZeneca por falta de insumos mas não prevê impacto em entreg… ,0
William Waack está de volta ao estúdio em São Paulo ,1
RT  No varejo de moda é melhor investir nas grandes ou nas de nicho  O Grande Debate  Investimentos ,-1
Há sete anos corre na Justiça uma ação coletiva da Fehosp pedindo indenização devido aos preços abusivos no forneci… ,0
O Brasil é o º no ranking global de aplicação de doses da vacina contra Covid na relação a cada  habitantes… ,0
Atraso do IFA para a produção de vacinas terá impacto na campanha avalia Juarez Cunha presidente da Sociedade Bra… ,0
A pesquisadora da Fiocruz Margareth Dalmoco disse à CNN que teme pela possibilidade de liberação de shows na cida… ,0
RT  A participação da Petrobras na Formação Bruta de Capital Fixo FBCF do Brasil vem caindo anualmente e a tendência é de…,-1
A comissão especial instalada na Câmara dos Deputados para analisar o projeto que quer tornar o voto impresso obrig… ,0
Em acordo de delação premiada com a PF o exgovernador do Rio Sérgio Cabral revelou ter articulado supostos suborn… ,0
Estratégia Pazuello é orientado a colaborar com CPI da Pandemia ,0
O grupo majoritário da CPI da Pandemia pretende aprovar a quebra de sigilos telefônico e telemático do vereador Car… ,1
Em entrevista à CNN o senador Marcos do Val disse que vai propor troca no comando da CPI com saída de Renan Calhe… ,0
Em acordo de delação premiada fechado com a Polícia Federal o exgovernador do Rio de Janeiro Sérgio Cabral teria… ,1
Deputados estaduais realizam visita ao Jacarezinho ,0
A Fiocruz anunciou em nota que receberá uma remessa de IFA com dois lotes para a produção da vacina contra a Covi… ,0
É hora de investir em ações de varejo  O Grande Debate  Investimentos desta segundafeira  debate quais as me… ,-1
Casos de Covid caem em todos os estados americanos ,0
O melhor hotel do mundo está em Gramado no Rio Grande do Sul no Brasil o Colline de France coroado como o melho… ,1
O exministro das Relações Exteriores Ernesto Araújo será ouvido na CPI da Pandemia o suplente da Comissão sena… ,0
Aras manda à CPI investigações no STJ contra cinco governadores ,1
O governo de Joe Biden anunciou que as famílias de mais de  milhões de crianças começarão a receber um auxílio fi… ,0
RT  O contrato futuro de ouro mais líquido fechou no maior nível em quatro meses nesta segundafeira  apoiado pelo enfra…,-1
Houve um tempo em que viajar de avião era sinônimo de requinte e glamour evento digno de ser vivido com vestidos c… ,0
No primeiro pronunciamento depois de assumir a prefeitura de São Paulo Ricardo Nunes afirmou que sua gestão “é uma… ,0
RT  Um estudo da Fundação Getulio Vargas divulgado nesta segundafeira  revela um cenário alarmante sobre a vulnerabilid…,-1
Dados iniciais sugerem que as vacinas atuais protegem contra a variante B do vírus da Covid identificada p… ,0
RT  Parler um aplicativo de mídia social popular entre os apoiadores de Donald Trump e que ficou fora do ar no dia do ataqu…,-1
Santas Casas buscam indenização por cobranças abusivas no fornecimento de oxigênio ,0
Há uma semana indígenas da etnia Yanomami que vivem em Roraima são alvos de tiros disparados por garimpeiros contr… ,0
º dia de Ricardo Nunes como prefeito de SP previsão de chegada de insumos para vacinas no Brasil e mais notícias… ,-1
Partidas entre o verdão atual campeão e o tricolor paulista serão disputadas no Allianz Parque na quartafeira … ,-1
Longas jornadas de trabalho aumentam doenças cardíacas aponta estudo da OMS ,0
RT  Nada mal descobrir que se tornou milionário da noite para o dia Foi o que aconteceu com um morador de Mogi das Cruzes q…,-1
Por  A PGR encaminhou à CPI da Pandemia investigações em curso no STJ referentes a eventuais irregu… ,0
O Ministério da Saúde disparou um alerta para os três estados do Sul sobre a aproximação da nova cepa indiana do co… ,1
Em depoimento Moro diz que nunca interferiu em investigações ,0
O Brasil caiu duas posições e é o º no ranking global de aplicação de doses da vacina contra Covid nesta sexta… ,0
Esquerda democrata dos EUA questiona apoio de Biden a Israel ,0
O governo do presidente dos Estados Unidos Joe Biden fará nesta semana o primeiro movimento deportação em massa d… ,0
Reino Unido entra em nova etapa de reabertura global ,0
RT  Veja detalhes do projeto de privatização da Eletrobras Ministro Bento Albuquerque diz que faltam investimentos na estat…,-1
O retorno dos eventos com público na cidade do Rio de Janeiro não deve ocorrer neste momento Na última sextafeira… ,0
Em delação de  páginas Cabral diz ter articulado suposta compra de ministros ,1
Após seis meses fechados devido à pandemia de Covid os museus de Paris se preparam para receber visitantes,0
Fiocruz anuncia recebimento de nova remessa de IFA no próximo sábado  ,0
Todas as amostras do coronavírus positivas para novas variantes detectadas no intervalo de uma semana na cidade do… ,0
"Como construir um império milionário e manter a simplicidade No ""Realidade CNN"" desta segunda  o documentário… ",0
O plenário virtual do STF decidiu que o ministro Marco Aurélio Mello terá de avaliar uma queixacrime apesentada pe… ,1
RT  Um novovelho golpe do WhatsApp acaba de ganhar novas formas de piorar a vida do usuário O já conhecido sequestro de pe…,-1
RT  As emissões sustentáveis devem bater em US  bilhões este ano prevê a SampP Global Ratings O número representa cresci…,-1
À CNN o senador Marcos do Val disse que vai propor troca no comando da CPI com a saída de Renan Calheiros ,0
Pelo segundo ano consecutivo em decorrência da pandemia de Covid a tradicional festa de São João está cancelad… ,0
RT  Amazon e Apple permitirão que os usuários transmitam áudio de alta qualidade sem nenhum custo extra enquanto exploram n…,-1
Ernesto Araújo precisa explicar constrangimento internacional diz o senador Rogério Carvalho à CNN ,0
A terceira semana de depoimentos na CPI da Pandemia deve ser decisiva para os rumos da comissão pois as oitivas do… ,0
A potencial vacina das gigantes farmacêuticas francesa e britânica Sanofi e GlaxoSmithKline mostrou uma forte respo… ,1
Atletas olímpicos são vacinados contra a Covid em Porto Alegre ,0
RT  O dólar encerrou a segundafeira em leve queda de  ante o real cotado a R  Na B o Ibovespa começou a sem…,-1
O Brasil registrou mais  mortes por Covid esse é o menor aumento diário desde º de março quando  vítima… ,1
A Polícia Civil do Rio de Janeiro realizou uma perícia no hotel onde o cantor Kevin Nascimento Bueno o MC Kevin d… ,0
RT  Mercado revisa para cima projeção de alta do PIB Boletim Focus revisou crescimento de  para  ,-1
A coalizão governista de centrodireita do Chile sofreu uma derrota na noite de domingo  quando foi incapaz de… ,0
Anvisa diz que não houve falha em frascos da Coronavac ,0
A Anvisa se reunirá com o Instituto Butantan para discutir os novos protocolos da Butanvac — potencial vacina contr… ,0
Comissão do voto impresso discute plano de trabalho ,0
RT  No momento em que vivemos reviver o sonho de colocar um avião supersônico para voar comercialmente parece uma fantasia…,-1
Com o avanço da PEC Proposta de Emenda à Constituição do voto impresso auditável que conta com o apoio do presid… ,0
Pontos turísticos reabrem para visitação no Amazonas ,0
Por  O Itamaraty enviou documentos e ofícios à CPI da Pandemia sobre como a pasta participou do en… ,-1
STF decide que Marco Aurélio deve analisar queixacrime contra Bolsonaro ,1
RT  Bolsonaro disse nesta segundafeira que deve apresentar ao STF uma ação para definir um valor fixo em cada estado para o…,-1
Na semana passada a Câmara dos Deputados aprovou a nova lei geral de licenciamento ambiental Entre as regras est… ,0
Aproximação da cepa indiana alarma secretários de saúde ,0
RT  A rede varejista Petz passou a oferecer dois dias de licença para os funcionários que adotarem um animal de estimação ht…,-1
Cepa de Manaus está presente em  das amostras no RJ ,0
Após  meses fechado o estrelado Eleven Madison Park em Nova York se prepara para reabrir no dia  de junho m… ,0
Anvisa e Butantan se reúnem para discutir próximos passos da Butanvac ,0
O senador que preside a CPI da Pandemia Omar Aziz PSDAM disse em entrevista à CNN nesta segundafeira  que… ,0
Fiocruz vai pausar a produção de vacinas nessa semana ,0
A prefeitura dará o nome de Bruno Covas a um largo na Barra da Tijuca na Zona Oeste A decisão é do prefeito Eduar… ,0
RT  A montadora Stellantis e a fabricante de iPhone Foxconn disseram nesta segundafeira  que anunciarão uma parceria es…,-1
Time de Covas aposta em continuidade do governo mas fica alerta ,0
Neste dia  o CNN Sinais Vitais vai abordar uma situação de emergência que pode causar a morte em poucos minutos… ,-1
RT  Cuidado Circula no WhatsApp um link malicioso que promete dar entre outros prêmios celulares a usuários que responder…,-1
Santos decreta luto de três dias por Bruno Covas ,0
O presidente dos Estados Unidos Joe Biden disse em pronunciamento na Casa Branca que  da população do país r… ,0
CPI ouve nesta semana secretária que defende cloroquina ,0
Aliados admitem que semana deve ser de constrangimentos na CPI da Pandemia ,0
O exministro da Justiça e exjuiz Sergio Moro presta depoimento à Justiça Federal do Distrito Federal no âmbito d… ,0
RT  A reguladora ANP publicou nesta segundafeira  no Diário Oficial da União resolução que define especificações para…,-1
Após a morte de Bruno Covas o vice Ricardo Nunes assumiu o cargo de prefeito de São Paulo correligionário e conse… ,0
Veja festas clandestinas flagradas no Rio de Janeiro ,0
A CPI da Pandemia recebeu na última quintafeira um ofício encaminhado pelo Google com informações sobre páginas do… ,0
Veja o calendário de depoimentos na CPI da Pandemia ,0
Missão delicada em um momento muito triste diz Temer sobre Ricardo Nunes em entrevista à CNN ,-1
Conflito entre Israel e Gaza completa uma semana ,0
Entrevista com o presidente da CPI da Pandemia Omar Aziz  morte do exprefeito Bruno Covas PSDB e conflito entr… ,-1
Biden anuncia exportação de mais  milhões de vacinas ,0
Um acidente impressionante marcou a segunda etapa da Stock Car realizada no domingo  em Interlagos SP O ita… ,0
Atualização Insumos para a produção da Coronavac devem chegar ao Brasil em  de maio ,0
Saiba como estão as investigações da morte de MC Kevin ,0
O presidente dos Estados Unidos Joe Biden declarou nesta segundafeira  que irá enviar mais  milhões de dos… ,1
Exministro Sergio Moro presta depoimento à Justiça no âmbito da Operação Spoofing ,0
RT  O relator da reforma administrativa na Comissão de Constituição e Justiça CCJ da Câmara dos Deputados Darci de Matos…,-1
Por  Ministros do STF avaliam meiotermo para proposta de voto impresso auditável ,0
"A série do universo Marvel ""WandaVision"" dominou o MTV Movie amp TV Awards neste domingo  e Scarlett Johansson e… ",0
EUA vão deportar  brasileiros em avião ,1
Caso teria acontecido há  anos na Cidade de Deus exassessor do senador Flávio Bolsonaro atuava como policial mi… ,0
Um foguete disparado pelo grupo Hamas atingiu uma cidade no sul de Israel nesta segundafeira  Equipes de emer… ,0
Omar Aziz diz que silêncio de Pazuello atrapalha CPI e mais notícias desta segundafeira  de maio Assista ao… ,-1
RT  A Serasa Experian está lançando um shopping virtual de crédito voltado para o produtor familiar A intenção é aproximar…,-1
RT  No quadro CNN Poder desta segundafeira  na CNN Rádio William Waack analisa as consequências da crise hídrica bras…,-1
RT  A União Europeia aceitou uma trégua parcial com os Estados Unidos numa disputa envolvendo tarifas de metais impostas pel…,-1
Apesar de apresentarem risco maior as ações de baixa liquidez podem ser uma escolha rentável para um determinado p… ,-1
O consórcio Covax Facility esquema global de compartilhamento de vacinas contra o novo coronavírus deve ter um dé… ,0
RT  A China prorrogará a isenção de tarifas para  produtos importados dos Estados Unidos que expirará no dia  de maio i…,-1
RT  Após revisões projeções do PIB para  são de alta Avanço da Covid teve impacto menor do que o previsto ,-1
RT  A Wine maior empresa de ecommerce de vinho no Brasil está comprando a Cantu importadora de vinhos com foco no mercad…,-1
RT  Especialistas alertam para perigo do sequestro de dados Invasão digital a oleoduto dos EUA impactou o mundo todo https…,-1
RT  Ministro de Minas e Energia sobre Eletrobras Se não privatizar vai acabar’ ,-1
RT  A Rede Dor São Luiz registrou lucro líquido recorde de R  milhões no primeiro trimestre de  alta de  e…,-1
RT  Comissão analisa relatório da reforma administrativa Relator defende constitucionalidade de mudanças propostas ,-1
RT  O Índice Geral de Preços IGP passou a subir  em maio depois de uma alta de  no mês anterior já que o…,-1
RT  Em dez anos a indústria nacional ficou menos concentrada nos estados do Sudeste e ganhou força em outras regiões do paí…,-1
RT  Um estudo feito pela Organização Mundial da Saúde OMS e pela Organização Internacional do Trabalho OIT apontou que l…,-1
RT  Segundo o ministro de Minas e Energia Bento Albuquerque a Eletrobras precisa investir R  bilhões por ano Mas em …,-1
RT  Iniciativas em torno da chamada economia circular desenvolvem soluções tecnológicas e campanhas educativas que ajudam a…,-1
RT  Reforma administrativa Bancada da bala pedirá retirada de agentes da segurança ,-1
O exprefeito de São Paulo Bruno Covas morto neste domingo  será homenageado no Rio de Janeiro A prefeitura… ,0
CPI da pandemia Como serão os trabalhados na semana ,0
Um trem que transportava fertilizantes e amônia descarrilou e pegou fogo em Iowa nos Estados Unidos Imagens feita… ,0
Israel matou um comandante militante palestino veterano durante ataques aéreos intensos contra a Faixa de Gaza nest… ,0
Análise Ricardo Nunes assume a prefeitura de São Paulo ,0
No quadro Liberdade de Opinião desta segundafeira  Alexandre Garcia avaliou a entrevista exclusiva do expres… ,0
Pelo segundo ano consecutivo em decorrência da pandemia de Covid a tradicional festa de São João está cancelad… ,0
Mais de  acres  hectares de floresta queimaram após um incêndio fora de controle perto do subúrbio de Los… ,0
Hoje é o Dia Internacional de Luta contra a LGBTfobia ,0
O secretárioexecutivo do Ministério da Saúde Rodrigo Cruz disse que o IFA Insumo Farmacêutico Ativo matéria p… ,0
Articuladores do governo farão reunião para munir senadores governistas com dados visando a defesa de Pazuello na… ,0
Ministério da Saúde espera receber IFA para Coronavac no dia  de maio ,1
Ciclone deve atingir litoral da Índia na noite desta segunda  ,0
No quadro Liberdade de Opinião desta segundafeira  Sidney Rezende comentou a entrevista exclusiva que o expr… ,-1
Não vejo razão para Carlos Bolsonaro ser convocado diz presidente da CPI da Pandemia Omar Aziz em entrevista exc… ,0
Fiocruz deve receber nova remessa de insumos no sábado ,1
Em seu primeiro pronunciamento depois de assumir como prefeito de São Paulo Ricardo Nunes MDB afirmou que a gest… ,0
Anunciada em abril a jornalista e executiva Renata Afonso assumiu oficialmente o cargo de CEO da CNN Brasil nesta… ,1
A agência espacial da China tem um presente extraordinário para o aniversário de  anos do Partido Comunista um… ,0
EUA querem detalhes sobre ataque a prédio da imprensa em Gaza ,0
Brasileira Julia Gama fica em segundo lugar no concurso Miss Universo ,1
Aplicativo é desenvolvido para ajudar contra depressão ,0
Na edição desta segundafeira do quadro Correspondente Médico do Novo Dia o neurocirurgião Fernando Gomes explica… ,-1
Por  Planalto quer governistas mais combativos na CPI da Pandemia ,0
Rodrigo Garcia diz que tucano personificava com naturalidade a passagem das gerações que já contribuíram para as qu… ,0
RT  O Grupo Itapemirim começará na sextafeira  a vender passagens da sua operação aérea batizada de ITA Transportes Aé…,-1
RT  Itapemirim começa a vender passagens na sextafeira Nova aérea aposta em mais conforto durante viagens ,-1
RT  O início de  mostrou que os preços das casas continuaram a subir e atingiram novos recordes em quase todas as princi…,-1
A cidade de Botucatu no interior de São Paulo vacinou mais de  mil moradores entre  e  anos contra a Covid… ,1
Foguete do Hamas atinge cidade no sul de Israel nesta segunda  ,0
Vacinados poderão visitar pacientes com Covid nos hospitais no Rio de Janeiro ,0
Covas representava transição de gerações do PSDB diz vicegovernador de São Paulo Rodrigo Garcia em entrevista… ,0
O palco do Miss Universo  foi marcado por protestos coloridos com as concorrentes de Cingapura Uruguai e Mianm… ,0
RT  Neste episódio do podcast O Que Eu Faço  e  conversam com Fernando Hadba estrategistachefe d…,-1
RT  O Bitcoin se recuperou de uma baixa de  meses na segundafeira em uma alteração volátil que viu os investidores inicial…,-1
RT  A corrida pelo streaming está prestes a ficar ainda mais competitiva A ATampT T e a Discovery Inc DISCA anunciaram…,-1
RT  O mercado financeiro voltou a elevar a expectativa de inflação de  A projeção para o Índice de Preços ao Consumidor…,-1
O novo prefeito de São Paulo Ricardo Nunes MDB foi aconselhado pelo expresidente Michel Temer a manter a seren… ,0
"A gestão do Maracanã será multada em mais de R  mil pela prefeitura do Rio que considerou como ""infração gravís… ",0
Na edição desta segundafeira  do Correspondente Médico o neurocirurgião Fernando Gomes explica sobre o câncer… ,-1
Em seu primeiro pronunciamento depois de assumir como prefeito de São Paulo Ricardo Nunes MDB afirmou que a gest… ,0
Uma resolução da Secretaria Municipal de Saúde do Rio de Janeiro divulgada nesta segundafeira  autoriza visi… ,0
Trem de carga descarrila e pega fogo nos Estados Unidos ,0
O Brasil completa nesta segundafeira  quatro meses de vacinação contra o novo coronavírus com  milhões de… ,0
"RT  A chamada ""bancada da bala"" pedirá ao presidente Jair Bolsonaro sem partido que agentes de segurança sejam retirados d…",-1
RT  As ações com pouca liquidez podem ser um desafio Porém para um determinado perfil de investidor elas podem ser uma es…,-1
Santos entra em luto oficial de três dias por Covas ,0
Maiores de  anos com comorbidades são vacinados em Goiânia ,0
O novo prefeito de São Paulo Ricardo Nunes MDB foi aconselhado pelo expresidente Michel Temer a manter a seren… ,0
CPI da pandemia Planalto quer governistas mais combativos contra Renan ,0
MC Kevin morre ao cair do º andar em hotel no Rio de Janeiro ,0
RT  O Wall Street Journal relatou no domingo que uma engenheira da Microsoft alegou em uma carta que ela teve um relacioname…,-1
RT  A rede social de envio de áudios Clubhouse o mais jovem frisson internacional dos aplicativos de interação e troca de m…,-1
RT  As bolsas asiáticas fecharam sem direção única nesta segundafeira  depois de uma série de dados econômicos chineses…,-1
A Índia relatou uma queda no número de novos casos de coronavírus nesta segundafeira  mas as mortes diárias p… ,0
Neste episódio do E Tem Mais a diretora do Centro de Excelência e Inovação em Políticas Educacionais CEIPEFGV… ,-1
Após o exministro da Saúde Eduardo Pazuello conseguir o direito de não responder às perguntas durante a CPI da Pan… ,0
Grávidas vacinadas com primeira dose da AstraZeneca esperam orientação ,0
RT  Se você precisa declarar o Imposto de Renda e ainda não fez isto faltam apenas duas semanas O prazo tanto para a entre…,-1
RT  As empresas ainda precisam pagar valealimentação valerefeição e valetransporte durante o contrato suspenso ou a jorn…,-1
RT  Com uma mudança recente nas regras do mercado os REITs Real Estate Investment Trust em inglês que pagam dividendos…,-1
A cheia dos rios já atingiu  dos  municípios do Amazonas e mais de  mil pessoas já foram afetadas pelas enc… ,0
Depois do exministro da Saúde Eduardo Pazuello conseguir o direito de não responder as perguntas durante a CPI da… ,0
Piloto decola e bate durante corrida em Interlagos ,0
"O cantor de funk MC Kevin lançou no mês de abril o single ""Minha Última Música"" A letra sobre superação por meio… ",0
A cheia dos rios já atingiu  dos  municípios do Amazonas e mais de  mil pessoas já foram afetadas pelas enc… ,0
A partir desta segundafeira  gestantes e pessoas que deram à luz nos últimos  dias  com comorbidades  pod… ,0
RT  A Caixa libera o saque da primeira parcela do auxílio emergencial  para o último grupo nesta segundafeira Podem re…,-1
Kevin Nascimento Bueno cantor de funk conhecido como MC Kevin morreu na noite deste domingo  aos  anos ap… ,1
Ricardo Nunes toma posse em São Paulo morte de MC Kevin e mais notícias de  de maio Assista ao  Fatos Manhã ,0
Cientistas estudam tratamentos contra sequelas da Covid ,0
Ricardo Nunes descarta mudança no secretariado após morte de Bruno Covas ,0
No Dia Mundial da Hipertensão especialistas chamam a atenção para a importância dos cuidados e dão dicas para ajud… ,0
Neste episódio do E Tem Mais Monalisa Perrone fala sobre os riscos que o corte na verba destinada às universidades… ,0
A partir de hoje gestantes e pessoas que deram à luz nos últimos  dias  com comorbidades  poderão se imunizar… ,0
Estradas prédios de segurança campos de treinamento e casas foram bombardeados em ataques israelenses que parecia… ,0
A candidata brasileira ao tradicional concurso Miss Universo Julia Gama ficou em segundo lugar na edição deste an… ,1
O São Paulo goleou neste domingo o Mirassol em partida válida pela semifinal do Campeonato Paulista Com a vitória… ,0
Mais de  uigures ficaram presos sem julgamento eles são de grupo étnico predominantemente muçulmano de língua tu… ,0
O Egito abriu a fronteira da cidade de Rafah na divisa do país com a Faixa de Gaza um dia antes do planejado para… ,1
Esta semana viu o pior surto de violência entre israelenses e palestinos em anos,0
Pouco menos de uma hora depois da confirmação da morte do cantor MC Kevin as redes sociais já começavam a receber… ,1
Jornais agências de notícias e exprefeito de Nova York falaram sobre a morte do prefeito de São Paulo após luta c… ,1
Desde o início da pandemia pelo menos  pessoas em situação de rua morreram pelo novo coronavírus na cidade de Sã… ,1
Um ataque aéreo israelense em Gaza destruiu várias casas neste domingo  matando  palestinos incluindo  cr… ,0
O CEO da Tesla Elon Musk deu a entender neste domingo em uma interação no Twitter que a empresa pode se desfaze… ,1
O exsenador e expresidente do PSDB José Aníbal não economiza elogios ao lembrar de Bruno Covas,0
O prefeito de Santos Rogério Santos PSDB decretou luto oficial de três dias na cidade por causa da morte de Bru… ,1
O Instituto Gamaleya na Rússia está desenvolvendo uma alternativa à vacina Sputnik V É uma vacina nasal,0
A média móvel de mortos dos últimos sete dias ficou em  mantendo a tendência de queda desde  de abril,0
"O governador de São Paulo João Doria PSDB afirmou neste domingo  que o país ""perdeu um grande jovem brasile… ",1
O ciclone Tauktae já trouxe fortes chuvas e ventos que danificaram casas e arrancaram árvores em partes do oeste e… ,0
O navio MV Shandong da ZHI que está ancorado no Maranhão foi posto em quarentena neste sábado  após um indian… ,0
"""Sempre surge um burburinho de troca de secretários mas não há mudanças Há continuidade"" disse o viceprefeito R… ",0
Pelo menos dois fiéis foram mortos e mais de  ficaram feridos no domingo quando uma arquibancada desabou em uma… ,0
A Assembleia Nacional do Equador elegeu um representante do partido político indígena Pachakutik como seu president… ,0
Os combatentes de uma milícia local que se opõe à junta de Mianmar retiraramse da cidade de Mindat no noroeste,0
Dois dias antes de falecer o prefeito de São Paulo Bruno Covas PSDB escreveu uma carta aos seus colegas de par… ,1
Equipe do Parque São Jorge anunciou o desligamento do treinador que estava à frente do clube desde outubro,0
O exgovernador do estado de São Paulo Geraldo Alckmin PSDB esteve na tarde deste domingo  no velório do pref… ,1
O fluxo da lava do vulcão na península de Reykjanes próximo à capital Reykjavik na Islândia chegou a uma erupção… ,0
Em entrevista exclusiva à CNN Eduardo Cunha critica prisão do expresidente Lula mas rejeita apoiar o PT ,1
Os organizadores da Parada do Orgulho LGBTQIA de Nova York proibiram o Departamento de Polícia de Nova York de par… ,1
